y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PAV,6.0,6.0,19.0,36.0,28.0,17.0,18.0,15.0,15.0,16.0,20.0,14.0,12.0,12.0,19.0,20.0,25.0,30.0,19.0,27.0,32.0,
Personal rapid transit,,1.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,2.0,,,,1.0,,
Physical Internet,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,2.0,1.0,,
Pulse detonation engine,,,,2.0,1.0,4.0,6.0,1.0,1.0,,3.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,
Rapid transit,258.0,285.0,414.0,506.0,547.0,561.0,697.0,647.0,784.0,874.0,1118.0,1342.0,1628.0,1836.0,1956.0,2158.0,2118.0,3130.0,4633.0,3994.0,6109.0,81.0
Rocket transportation,,,,,,,,,,,,,,,,,,,,,,
Supersonic transport,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,2.0,,1.0,1.0,,2.0,1.0,
Urban rail transit,,,,,,,,,1.0,,2.0,15.0,10.0,9.0,17.0,11.0,44.0,28.0,24.0,39.0,197.0,
Vactrain,,,,,,,,,,,,,,,,,,,,,,
VTOL,,2.0,9.0,16.0,10.0,21.0,13.0,17.0,11.0,19.0,22.0,35.0,25.0,26.0,43.0,49.0,70.0,84.0,156.0,147.0,183.0,
Thermoacoustic heat engine,,,,,,,,,1.0,,,,,,,,,,,,,
Hyper-personalized intelligence,82.0,144.0,348.0,484.0,495.0,581.0,645.0,740.0,841.0,802.0,793.0,954.0,834.0,990.0,1224.0,1104.0,1129.0,1227.0,1360.0,1437.0,1645.0,7.0
