,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
10,"If I told you a teenage girl invented science fiction, would you believe me?18-year old Mary Shelley awoke from a terrifying nightmare and soon after, began writing Frankenstein which is viewed as theThat’s right! A teenage girl had a bizarre zombie dream and now we’ve got SOK I know I’m being over dramatic but seriously, Mary Shelley’sIf I told you a teenage girl invented science fiction, would you believe me?18-year old Mary Shelley awoke from a terrifying nightmare and soon after, began writing Frankenstein which is viewed as theThat’s right! A teenage girl had a bizarre zombie dream and now we’ve got SOK I know I’m being over dramatic but seriously, Mary Shelley’sIt’s important to note that science fiction did not start to become a popular genre until the 20th century and the word, “science” didn’t even exist in Mary Shelley’s time. Her inspiration forAt just 16, Mary ran away with the rebel poet Shelley. Shockingly, they lived together out of wedlock and she was ostracized by society.In Switzerland, she was a guest of Lord Byron’s and on one gloomy, rainy day, Lord Byron proposed a challenge to his bored guests: everyone would write a ghost story and they would all decide the winner.While the men quickly lost interest in the project, Mary created Frankenstein, a work that would change the face of English literature.I know there is going to be a bit of backlash on this answer so here’s a quote by Isaac Asimov, a prolific writer who popularized the science fiction genre.“Mary Shelley was the first to make use of a new finding of science which she advanced further to a logical extreme, and it is that which makes",496 followers,Camden Weck,4.1K,1.6K,3.7M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
11,"Here's a few that stick in my mind where I actually thought ""Wow!"":Here's a few that stick in my mind where I actually thought ""Wow!"":(I may have misremembered some exact details)",0 followers,Justin Franco,2.5K,699,11.5M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
12,"Read the novel Accelerando by Charles Stross or The Golden Age Trilogy by John C. Wright. Any novel or short story (save a pair of them) by Alastair Reynolds. These are full of interesting concepts.I really liked the concept of backing up the state of the human mind to a small battery located in the back of the neck. This way you could change your body for a fresh one and insert your whole “life” into the new body. Even of the other sex. This idea can be found in Altered Carbon (and sequels) by Richard K. Morgan.Another great trilogy with really wonderful concepts about telepresence and nanoteRead the novel Accelerando by Charles Stross or The Golden Age Trilogy by John C. Wright. Any novel or short story (save a pair of them) by Alastair Reynolds. These are full of interesting concepts.I really liked the concept of backing up the state of the human mind to a small battery located in the back of the neck. This way you could change your body for a fresh one and insert your whole “life” into the new body. Even of the other sex. This idea can be found in Altered Carbon (and sequels) by Richard K. Morgan.Another great trilogy with really wonderful concepts about telepresence and nanotech is the Jump 225 series by David Louis Edelman, who unfortunately haven’t written anything after the final novel.I could mention a lot more because I’m a fan(atic) of Science Fiction.Greetings",73 followers,Desmond Ng,574,3K,24.7M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
13,I love sf that uses (and explains) major engineering. Clarke’sRama spaceship and Niven’s Ringworld.Post-humans also fascinate me but most novels don’t really describe how it happened or it’s impact on society in other ways society changes as result.,"220,210 followers",Franklin Veaux,2.9K,47.3K,779.7M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
14,"The MuleSPOILERS FOR THE FOUNDATION NOVELS! IF YOU HAVEN’T READ THEM YET, AND WANT TO, STOP NOW!Yup, that guy, right there.The Mule is the primary antagonist of the Foundation novel, Foundation and Empire.What makes this little, rather unassuming person, dressed as a fool, so damn scary?The Mule is a mutant. A human being who has developed a single terrifying psychic power.He can make you like him.Specifically, he can reach into your head, and change a few things. It’s not really mind control. He just, makes you like him. Makes you believe in him. Makes you utterly totally and completely of yoThe MuleSPOILERS FOR THE FOUNDATION NOVELS! IF YOU HAVEN’T READ THEM YET, AND WANT TO, STOP NOW!Yup, that guy, right there.The Mule is the primary antagonist of the Foundation novel, Foundation and Empire.What makes this little, rather unassuming person, dressed as a fool, so damn scary?The Mule is a mutant. A human being who has developed a single terrifying psychic power.He can make you like him.Specifically, he can reach into your head, and change a few things. It’s not really mind control. He just, makes you like him. Makes you believe in him. Makes you utterly totally and completely of your own will.. obedient.He can change who you are, on a fundamental level. He can make you betray everyone you have ever loved and anything you have ever believed in.There’s no resisting it, and once it’s done, you won’t want to anymore.And he can do it, en masse, on a planetary scale.He conquered the Galaxy in less than Five years.A lot of the other things on this list will torture you, and even kill you.. but this guy…He’ll change you. Make you someone completely different. Someone more to his liking.As a note, I know characters like this have appeared since, and some are even more powerful, but I don’t think there was anything quite like this guy before he came out, and there certainly nothing on the scale this guy is capable of. He always creeped me out, even when I first read the book.","2,139 followers",Sammy Lahr,911,91,1.8M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
15,It is not the concept that makes great science fiction. It is the writing. You can take anything and make a great science fiction novel out of it if your writing skills are good enough.,"1,223 followers",Ilya Taytslin,620,7.7K,4.1M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
16,"Takes a semester to lay out all key concepts, but let's name one;H. R. Gieger's design for",20 followers,Aman Khanna,5.8K,623,11.6M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
17,"One overlooked aspect in spaceship design: Thermal management.Contrary to popular belief, space isn’t necessarily cold; if you’re standing next to a star, the space around is certainly going to be very hot.Space also does not have air. This means that the only way that heat can travel is through radiation, and radiation is the worst way to dissipate heat away. In addition to receiving ambient heat, spacecraft generate heat through many means, such as the operation of rocket engines, operation of electronics, or just the body heat of the crew members. Therefore, it needs radiators to dissipateOne overlooked aspect in spaceship design: Thermal management.Contrary to popular belief, space isn’t necessarily cold; if you’re standing next to a star, the space around is certainly going to be very hot.Space also does not have air. This means that the only way that heat can travel is through radiation, and radiation is the worst way to dissipate heat away. In addition to receiving ambient heat, spacecraft generate heat through many means, such as the operation of rocket engines, operation of electronics, or just the body heat of the crew members. Therefore, it needs radiators to dissipate excess heat and keep the temperature within acceptable levels. Let’s take a look at the ISS; these radiators are mounted outboard:If these radiators (or thermal management system) malfunction, the consequences can be devastating. The internal temperature can rise to a level that is dangerous to the occupant and/or damage equipment inside.But when you look at sci-fi spaceships, almost nobody talked about this aspect. Even if they do, it’s usually treated as an afterthought rather than a major driver to spacecraft design or part of the story. Instead of going through fancy battles, perhaps all you need to do to force an enemy spacecraft to surrender is to heat them up. Instead of getting lost in space, you could very well end up being roasted alive on the way.One major film that touched this is Avatar:Those big, glowing red thing in the back is the thermal management system, heated up so hot after a multi-year interstellar journey.",UNKNOWN,Shady,2.1K,1.3K,2.5M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
18,That is of course the kind of delusion that the China haters need to keep them happy. It's called mental masturbation.,"8,546 followers",Ridzwan Abdul Rahman,589,7.4K,38.8M,https://www.quora.com/What-is-the-maximum-length-of-characters-a-super-computer-can-possibly-handle-in-1-string
19,"It is totally the other way round!If you dig out facts in every field today, there are obvious Americans using laws, politics, and even commercial bias trying to put up walls to avoid China's influences into their world. USA is afraid of China's military technology, economic strengths, Chinese cultural presence, and Chinese expertise dominating US scientific circles.It is totally the other way round!If you dig out facts in every field today, there are obvious Americans using laws, politics, and even commercial bias trying to put up walls to avoid China's influences into their world. USA is afraid of China's military technology, economic strengths, Chinese cultural presence, and Chinese expertise dominating US scientific circles.So, the moves dictated by sense of inferior telling everyone the hard facts!",0 followers,Hadeed Ajmal Khan,1.6K,0,0,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
20,"How ridiculous.The thirteenth century Chinese had the rest of us beaten,economically, culturally, scientifically and militarily could defend themselves. They do not compete with Western civilisation.They ARE civilisation.They may not project Western values. Their own values have served them well for centuries.","68,573 followers",Kanthaswamy Balasubramaniam,1.5K,17.3K,411.2M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
21,"No, I disagree. It has been decades since China relied on technology transfer from the West.In the last 20 years, China has been advancing technologically by leaps and bounds. China is very much a futuristic and technological wonderland. Anyone who bothers to visit China today can see this.Unfortunately, most Westerners, especially Americans, don’t care to visit China, so they are totally unaware of China’s technological sophistication. They rely on Western media for all their China information, and of course Western media seldom covers China’s internal progress.Western media is basically selfNo, I disagree. It has been decades since China relied on technology transfer from the West.In the last 20 years, China has been advancing technologically by leaps and bounds. China is very much a futuristic and technological wonderland. Anyone who bothers to visit China today can see this.Unfortunately, most Westerners, especially Americans, don’t care to visit China, so they are totally unaware of China’s technological sophistication. They rely on Western media for all their China information, and of course Western media seldom covers China’s internal progress.Western media is basically self-centred on Western affairs and it’s highly racist against China. It will NEVER show you the glory that is modern China today.Still, if you know where to look you can find information on China’s technological prowess. Here are some that I’ve gleaned from YouTube…Check out Richard Aguilar’s YouTube channel:",52 followers,David Levy,887,293,1.9M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
22,Why it has to be a competition beats me. However how anyone could think that the US with 300 years of history could compete with China's 3000 years plus on a cultural level is plainly defies all reason,1 follower,Dahyun Kim,20.7K,218,8M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
23,NO!!,"1,855 followers",Donald Canton,524,1.4K,7.6M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
24,"Not true.. For example, China has overtaken the US in the number of patent applications since 2019. This means that they are taking over leadership in many research areas.China’s development of many technologies are not based on Western technology but are developed by themselves. And this is one of the reasons why the US has a containment policy - or strategic competition policy - against China. If China is not a threat to the US technologies, then there is no reason for the US to have this containment policy.",47 followers,Jay Liu,895,1.3K,18.1M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
25,"The west has nothing to lose by the rise of ChinaOnly those in it who see Marvel Comics as revealed truth are stressed.Sadly, this does include the current government of the US",0 followers,Shun,1.5K,584,17.9M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
26,"The US and a few allies do not count as “all over the world”. The majority of countries of the world do not look down on China. If they do, they would not join China’s BRI.There are more than 140 countries who have signed up for the BRI at the last count. This shows that the majority of countries do not look down on China. On the other hand, many more countries look down at the US as a liar. That is why many more countries supported China at the UN compared to those who supported the US, when the US accused China of human rights violation in Xinjiang.",UNKNOWN,Kevin D. Aslan,715,156,8M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
27,"granted China relies on transfer of knowledge - so did the US rely on imported knowledge and knowhow like the Von Braun’s, Oppenheimer’s and the list goes on - why not give it a go, after all going back further in history, the West has gained a lot of knowledge when China was last at it’s zenith.Nothing in Life is Permanent - recent Sunset on the worlds greatest Empire is the striking example, now having to play second fiddle to Junior???","1,346 followers",Jacques Văn Khải,919,1.8K,4.7M,https://www.quora.com/What-are-the-most-interesting-concepts-in-science-fiction
28,"There is an excellent book by author David Darling. The book is calledIt novelises the passage of a single particle from the very dawn of existence (the Big Bang) and reveals to us its entire life through the beginning to the end of time and the end of all things, and then with a strange new beginning.Well worth a read.There is an excellent book by author David Darling. The book is calledIt novelises the passage of a single particle from the very dawn of existence (the Big Bang) and reveals to us its entire life through the beginning to the end of time and the end of all things, and then with a strange new beginning.Well worth a read.",UNKNOWN,D C Pandey,1K,52,1.9M,https://www.quora.com/What-is-the-maximum-length-of-characters-a-super-computer-can-possibly-handle-in-1-string
29,"Anything byCalculating GodThe Neanderthal ParallaxAlso, check outA Madman Dreams of Turing MachinesAnything byCalculating GodThe Neanderthal ParallaxAlso, check outA Madman Dreams of Turing MachinesI did a Google search and found this blog:I haven’t read the novels on the list, but they’re all about physics or physicists, and they all seem intriguing.",481 followers,Kumkum Bhadouriya,2.3K,0,0,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
30,"I am always hesitant to recommend a book to someone I’ve never met (because how on Earth would I know what you'd like?) but I feel like I’ve read you enough to declare with a modicum of authority that you’d enjoy this one, James.And yesI am always hesitant to recommend a book to someone I’ve never met (because how on Earth would I know what you'd like?) but I feel like I’ve read you enough to declare with a modicum of authority that you’d enjoy this one, James.And yes",2 followers,Richard Muller,2.2K,2.3K,202M,https://www.quora.com/If-you-were-invited-to-a-private-meal-with-Cristiano-Ronaldo-what-would-you-talk-about-and-what-questions-would-you-ask-him
